id;z1;z2;z3;z4;z5
424071;3;5;8;27;28
424072;3;5;8;27;29
424073;3;5;8;27;30
424074;3;5;8;27;31
424075;3;5;8;27;32
424076;3;5;8;27;33
424077;3;5;8;27;34
424078;3;5;8;27;35
424079;3;5;8;27;36
424080;3;5;8;27;37
424081;3;5;8;27;38
424082;3;5;8;27;39
424083;3;5;8;27;40
424084;3;5;8;27;41
424085;3;5;8;27;42
424086;3;5;8;27;43
424087;3;5;8;27;44
424088;3;5;8;27;45
424089;3;5;8;27;46
424090;3;5;8;27;47
424091;3;5;8;27;48
424092;3;5;8;27;49
424093;3;5;8;27;50
424094;3;5;8;28;29
424095;3;5;8;28;30
424096;3;5;8;28;31
424097;3;5;8;28;32
424098;3;5;8;28;33
424099;3;5;8;28;34
424100;3;5;8;28;35
424101;3;5;8;28;36
424102;3;5;8;28;37
424103;3;5;8;28;38
424104;3;5;8;28;39
424105;3;5;8;28;40
424106;3;5;8;28;41
424107;3;5;8;28;42
424108;3;5;8;28;43
424109;3;5;8;28;44
424110;3;5;8;28;45
424111;3;5;8;28;46
424112;3;5;8;28;47
424113;3;5;8;28;48
424114;3;5;8;28;49
424115;3;5;8;28;50
424116;3;5;8;29;30
424117;3;5;8;29;31
424118;3;5;8;29;32
424119;3;5;8;29;33
424120;3;5;8;29;34
424121;3;5;8;29;35
424122;3;5;8;29;36
424123;3;5;8;29;37
424124;3;5;8;29;38
424125;3;5;8;29;39
424126;3;5;8;29;40
424127;3;5;8;29;41
424128;3;5;8;29;42
424129;3;5;8;29;43
424130;3;5;8;29;44
424131;3;5;8;29;45
424132;3;5;8;29;46
424133;3;5;8;29;47
424134;3;5;8;29;48
424135;3;5;8;29;49
424136;3;5;8;29;50
424137;3;5;8;30;31
424138;3;5;8;30;32
424139;3;5;8;30;33
424140;3;5;8;30;34
424141;3;5;8;30;35
424142;3;5;8;30;36
424143;3;5;8;30;37
424144;3;5;8;30;38
424145;3;5;8;30;39
424146;3;5;8;30;40
424147;3;5;8;30;41
424148;3;5;8;30;42
424149;3;5;8;30;43
424150;3;5;8;30;44
424151;3;5;8;30;45
424152;3;5;8;30;46
424153;3;5;8;30;47
424154;3;5;8;30;48
424155;3;5;8;30;49
424156;3;5;8;30;50
424157;3;5;8;31;32
424158;3;5;8;31;33
424159;3;5;8;31;34
424160;3;5;8;31;35
424161;3;5;8;31;36
424162;3;5;8;31;37
424163;3;5;8;31;38
424164;3;5;8;31;39
424165;3;5;8;31;40
424166;3;5;8;31;41
424167;3;5;8;31;42
424168;3;5;8;31;43
424169;3;5;8;31;44
424170;3;5;8;31;45
424171;3;5;8;31;46
424172;3;5;8;31;47
424173;3;5;8;31;48
424174;3;5;8;31;49
424175;3;5;8;31;50
424176;3;5;8;32;33
424177;3;5;8;32;34
424178;3;5;8;32;35
424179;3;5;8;32;36
424180;3;5;8;32;37
424181;3;5;8;32;38
424182;3;5;8;32;39
424183;3;5;8;32;40
424184;3;5;8;32;41
424185;3;5;8;32;42
424186;3;5;8;32;43
424187;3;5;8;32;44
424188;3;5;8;32;45
424189;3;5;8;32;46
424190;3;5;8;32;47
424191;3;5;8;32;48
424192;3;5;8;32;49
424193;3;5;8;32;50
424194;3;5;8;33;34
424195;3;5;8;33;35
424196;3;5;8;33;36
424197;3;5;8;33;37
424198;3;5;8;33;38
424199;3;5;8;33;39
424200;3;5;8;33;40
424201;3;5;8;33;41
424202;3;5;8;33;42
424203;3;5;8;33;43
424204;3;5;8;33;44
424205;3;5;8;33;45
424206;3;5;8;33;46
424207;3;5;8;33;47
424208;3;5;8;33;48
424209;3;5;8;33;49
424210;3;5;8;33;50
424211;3;5;8;34;35
424212;3;5;8;34;36
424213;3;5;8;34;37
424214;3;5;8;34;38
424215;3;5;8;34;39
424216;3;5;8;34;40
424217;3;5;8;34;41
424218;3;5;8;34;42
424219;3;5;8;34;43
424220;3;5;8;34;44
424221;3;5;8;34;45
424222;3;5;8;34;46
424223;3;5;8;34;47
424224;3;5;8;34;48
424225;3;5;8;34;49
424226;3;5;8;34;50
424227;3;5;8;35;36
424228;3;5;8;35;37
424229;3;5;8;35;38
424230;3;5;8;35;39
424231;3;5;8;35;40
424232;3;5;8;35;41
424233;3;5;8;35;42
424234;3;5;8;35;43
424235;3;5;8;35;44
424236;3;5;8;35;45
424237;3;5;8;35;46
424238;3;5;8;35;47
424239;3;5;8;35;48
424240;3;5;8;35;49
424241;3;5;8;35;50
424242;3;5;8;36;37
424243;3;5;8;36;38
424244;3;5;8;36;39
424245;3;5;8;36;40
424246;3;5;8;36;41
424247;3;5;8;36;42
424248;3;5;8;36;43
424249;3;5;8;36;44
424250;3;5;8;36;45
424251;3;5;8;36;46
424252;3;5;8;36;47
424253;3;5;8;36;48
424254;3;5;8;36;49
424255;3;5;8;36;50
424256;3;5;8;37;38
424257;3;5;8;37;39
424258;3;5;8;37;40
424259;3;5;8;37;41
424260;3;5;8;37;42
424261;3;5;8;37;43
424262;3;5;8;37;44
424263;3;5;8;37;45
424264;3;5;8;37;46
424265;3;5;8;37;47
424266;3;5;8;37;48
424267;3;5;8;37;49
424268;3;5;8;37;50
424269;3;5;8;38;39
424270;3;5;8;38;40
424271;3;5;8;38;41
424272;3;5;8;38;42
424273;3;5;8;38;43
424274;3;5;8;38;44
424275;3;5;8;38;45
424276;3;5;8;38;46
424277;3;5;8;38;47
424278;3;5;8;38;48
424279;3;5;8;38;49
424280;3;5;8;38;50
424281;3;5;8;39;40
424282;3;5;8;39;41
424283;3;5;8;39;42
424284;3;5;8;39;43
424285;3;5;8;39;44
424286;3;5;8;39;45
424287;3;5;8;39;46
424288;3;5;8;39;47
424289;3;5;8;39;48
424290;3;5;8;39;49
424291;3;5;8;39;50
424292;3;5;8;40;41
424293;3;5;8;40;42
424294;3;5;8;40;43
424295;3;5;8;40;44
424296;3;5;8;40;45
424297;3;5;8;40;46
424298;3;5;8;40;47
424299;3;5;8;40;48
424300;3;5;8;40;49
424301;3;5;8;40;50
424302;3;5;8;41;42
424303;3;5;8;41;43
424304;3;5;8;41;44
424305;3;5;8;41;45
424306;3;5;8;41;46
424307;3;5;8;41;47
424308;3;5;8;41;48
424309;3;5;8;41;49
424310;3;5;8;41;50
424311;3;5;8;42;43
424312;3;5;8;42;44
424313;3;5;8;42;45
424314;3;5;8;42;46
424315;3;5;8;42;47
424316;3;5;8;42;48
424317;3;5;8;42;49
424318;3;5;8;42;50
424319;3;5;8;43;44
424320;3;5;8;43;45
424321;3;5;8;43;46
424322;3;5;8;43;47
424323;3;5;8;43;48
424324;3;5;8;43;49
424325;3;5;8;43;50
424326;3;5;8;44;45
424327;3;5;8;44;46
424328;3;5;8;44;47
424329;3;5;8;44;48
424330;3;5;8;44;49
424331;3;5;8;44;50
424332;3;5;8;45;46
424333;3;5;8;45;47
424334;3;5;8;45;48
424335;3;5;8;45;49
424336;3;5;8;45;50
424337;3;5;8;46;47
424338;3;5;8;46;48
424339;3;5;8;46;49
424340;3;5;8;46;50
424341;3;5;8;47;48
424342;3;5;8;47;49
424343;3;5;8;47;50
424344;3;5;8;48;49
424345;3;5;8;48;50
424346;3;5;8;49;50
435827;3;6;7;8;9
435828;3;6;7;8;10
435829;3;6;7;8;11
435830;3;6;7;8;12
435831;3;6;7;8;13
435832;3;6;7;8;14
435833;3;6;7;8;15
435834;3;6;7;8;16
435835;3;6;7;8;17
435836;3;6;7;8;18
435837;3;6;7;8;19
435838;3;6;7;8;20
435839;3;6;7;8;21
435840;3;6;7;8;22
435841;3;6;7;8;23
435842;3;6;7;8;24
435843;3;6;7;8;25
435844;3;6;7;8;26
435845;3;6;7;8;27
435846;3;6;7;8;28
435847;3;6;7;8;29
435848;3;6;7;8;30
435849;3;6;7;8;31
435850;3;6;7;8;32
435851;3;6;7;8;33
435852;3;6;7;8;34
435853;3;6;7;8;35
435854;3;6;7;8;36
435855;3;6;7;8;37
435856;3;6;7;8;38
435857;3;6;7;8;39
435858;3;6;7;8;40
435859;3;6;7;8;41
435860;3;6;7;8;42
435861;3;6;7;8;43
435862;3;6;7;8;44
435863;3;6;7;8;45
435864;3;6;7;8;46
435865;3;6;7;8;47
435866;3;6;7;8;48
435867;3;6;7;8;49
435868;3;6;7;8;50
436730;3;6;8;9;10
436731;3;6;8;9;11
436732;3;6;8;9;12
436733;3;6;8;9;13
436734;3;6;8;9;14
436735;3;6;8;9;15
436736;3;6;8;9;16
436737;3;6;8;9;17
436738;3;6;8;9;18
436739;3;6;8;9;19
436740;3;6;8;9;20
436741;3;6;8;9;21
436742;3;6;8;9;22
436743;3;6;8;9;23
436744;3;6;8;9;24
436745;3;6;8;9;25
436746;3;6;8;9;26
436747;3;6;8;9;27
436748;3;6;8;9;28
436749;3;6;8;9;29
436750;3;6;8;9;30
436751;3;6;8;9;31
436752;3;6;8;9;32
436753;3;6;8;9;33
436754;3;6;8;9;34
436755;3;6;8;9;35
436756;3;6;8;9;36
436757;3;6;8;9;37
436758;3;6;8;9;38
436759;3;6;8;9;39
436760;3;6;8;9;40
436761;3;6;8;9;41
436762;3;6;8;9;42
436763;3;6;8;9;43
436764;3;6;8;9;44
436765;3;6;8;9;45
436766;3;6;8;9;46
436767;3;6;8;9;47
436768;3;6;8;9;48
436769;3;6;8;9;49
436770;3;6;8;9;50
436771;3;6;8;10;11
436772;3;6;8;10;12
436773;3;6;8;10;13
436774;3;6;8;10;14
436775;3;6;8;10;15
436776;3;6;8;10;16
436777;3;6;8;10;17
436778;3;6;8;10;18
436779;3;6;8;10;19
436780;3;6;8;10;20
436781;3;6;8;10;21
436782;3;6;8;10;22
436783;3;6;8;10;23
436784;3;6;8;10;24
436785;3;6;8;10;25
436786;3;6;8;10;26
436787;3;6;8;10;27
436788;3;6;8;10;28
436789;3;6;8;10;29
436790;3;6;8;10;30
436791;3;6;8;10;31
436792;3;6;8;10;32
436793;3;6;8;10;33
436794;3;6;8;10;34
436795;3;6;8;10;35
436796;3;6;8;10;36
436797;3;6;8;10;37
436798;3;6;8;10;38
436799;3;6;8;10;39
436800;3;6;8;10;40
436801;3;6;8;10;41
436802;3;6;8;10;42
436803;3;6;8;10;43
436804;3;6;8;10;44
436805;3;6;8;10;45
436806;3;6;8;10;46
436807;3;6;8;10;47
436808;3;6;8;10;48
436809;3;6;8;10;49
436810;3;6;8;10;50
436811;3;6;8;11;12
436812;3;6;8;11;13
436813;3;6;8;11;14
436814;3;6;8;11;15
436815;3;6;8;11;16
436816;3;6;8;11;17
436817;3;6;8;11;18
436818;3;6;8;11;19
436819;3;6;8;11;20
436820;3;6;8;11;21
436821;3;6;8;11;22
436822;3;6;8;11;23
436823;3;6;8;11;24
436824;3;6;8;11;25
436825;3;6;8;11;26
436826;3;6;8;11;27
436827;3;6;8;11;28
436828;3;6;8;11;29
436829;3;6;8;11;30
436830;3;6;8;11;31
436831;3;6;8;11;32
436832;3;6;8;11;33
436833;3;6;8;11;34
436834;3;6;8;11;35
436835;3;6;8;11;36
436836;3;6;8;11;37
436837;3;6;8;11;38
436838;3;6;8;11;39
436839;3;6;8;11;40
436840;3;6;8;11;41
436841;3;6;8;11;42
436842;3;6;8;11;43
436843;3;6;8;11;44
436844;3;6;8;11;45
436845;3;6;8;11;46
436846;3;6;8;11;47
436847;3;6;8;11;48
436848;3;6;8;11;49
436849;3;6;8;11;50
436850;3;6;8;12;13
436851;3;6;8;12;14
436852;3;6;8;12;15
436853;3;6;8;12;16
436854;3;6;8;12;17
436855;3;6;8;12;18
436856;3;6;8;12;19
436857;3;6;8;12;20
436858;3;6;8;12;21
436859;3;6;8;12;22
436860;3;6;8;12;23
436861;3;6;8;12;24
436862;3;6;8;12;25
436863;3;6;8;12;26
436864;3;6;8;12;27
436865;3;6;8;12;28
436866;3;6;8;12;29
436867;3;6;8;12;30
436868;3;6;8;12;31
436869;3;6;8;12;32
436870;3;6;8;12;33
436871;3;6;8;12;34
436872;3;6;8;12;35
436873;3;6;8;12;36
436874;3;6;8;12;37
436875;3;6;8;12;38
436876;3;6;8;12;39
436877;3;6;8;12;40
436878;3;6;8;12;41
436879;3;6;8;12;42
436880;3;6;8;12;43
436881;3;6;8;12;44
436882;3;6;8;12;45
436883;3;6;8;12;46
436884;3;6;8;12;47
436885;3;6;8;12;48
436886;3;6;8;12;49
436887;3;6;8;12;50
436888;3;6;8;13;14
436889;3;6;8;13;15
436890;3;6;8;13;16
436891;3;6;8;13;17
436892;3;6;8;13;18
436893;3;6;8;13;19
436894;3;6;8;13;20
436895;3;6;8;13;21
436896;3;6;8;13;22
436897;3;6;8;13;23
436898;3;6;8;13;24
436899;3;6;8;13;25
436900;3;6;8;13;26
436901;3;6;8;13;27
436902;3;6;8;13;28
436903;3;6;8;13;29
436904;3;6;8;13;30
436905;3;6;8;13;31
436906;3;6;8;13;32
436907;3;6;8;13;33
436908;3;6;8;13;34
436909;3;6;8;13;35
436910;3;6;8;13;36
436911;3;6;8;13;37
436912;3;6;8;13;38
436913;3;6;8;13;39
436914;3;6;8;13;40
436915;3;6;8;13;41
436916;3;6;8;13;42
436917;3;6;8;13;43
436918;3;6;8;13;44
436919;3;6;8;13;45
436920;3;6;8;13;46
436921;3;6;8;13;47
436922;3;6;8;13;48
436923;3;6;8;13;49
436924;3;6;8;13;50
436925;3;6;8;14;15
436926;3;6;8;14;16
436927;3;6;8;14;17
436928;3;6;8;14;18
436929;3;6;8;14;19
436930;3;6;8;14;20
436931;3;6;8;14;21
436932;3;6;8;14;22
436933;3;6;8;14;23
436934;3;6;8;14;24
436935;3;6;8;14;25
436936;3;6;8;14;26
436937;3;6;8;14;27
436938;3;6;8;14;28
436939;3;6;8;14;29
436940;3;6;8;14;30
436941;3;6;8;14;31
436942;3;6;8;14;32
436943;3;6;8;14;33
436944;3;6;8;14;34
436945;3;6;8;14;35
436946;3;6;8;14;36
436947;3;6;8;14;37
436948;3;6;8;14;38
436949;3;6;8;14;39
436950;3;6;8;14;40
436951;3;6;8;14;41
436952;3;6;8;14;42
436953;3;6;8;14;43
436954;3;6;8;14;44
436955;3;6;8;14;45
436956;3;6;8;14;46
436957;3;6;8;14;47
436958;3;6;8;14;48
436959;3;6;8;14;49
436960;3;6;8;14;50
436961;3;6;8;15;16
436962;3;6;8;15;17
436963;3;6;8;15;18
436964;3;6;8;15;19
436965;3;6;8;15;20
436966;3;6;8;15;21
436967;3;6;8;15;22
436968;3;6;8;15;23
436969;3;6;8;15;24
436970;3;6;8;15;25
436971;3;6;8;15;26
436972;3;6;8;15;27
436973;3;6;8;15;28
436974;3;6;8;15;29
436975;3;6;8;15;30
436976;3;6;8;15;31
436977;3;6;8;15;32
436978;3;6;8;15;33
436979;3;6;8;15;34
436980;3;6;8;15;35
436981;3;6;8;15;36
436982;3;6;8;15;37
436983;3;6;8;15;38
436984;3;6;8;15;39
436985;3;6;8;15;40
436986;3;6;8;15;41
436987;3;6;8;15;42
436988;3;6;8;15;43
436989;3;6;8;15;44
436990;3;6;8;15;45
436991;3;6;8;15;46
436992;3;6;8;15;47
436993;3;6;8;15;48
436994;3;6;8;15;49
436995;3;6;8;15;50
436996;3;6;8;16;17
436997;3;6;8;16;18
436998;3;6;8;16;19
436999;3;6;8;16;20
437000;3;6;8;16;21
437001;3;6;8;16;22
437002;3;6;8;16;23
437003;3;6;8;16;24
437004;3;6;8;16;25
437005;3;6;8;16;26
437006;3;6;8;16;27
437007;3;6;8;16;28
437008;3;6;8;16;29
437009;3;6;8;16;30
437010;3;6;8;16;31
437011;3;6;8;16;32
437012;3;6;8;16;33
437013;3;6;8;16;34
437014;3;6;8;16;35
437015;3;6;8;16;36
437016;3;6;8;16;37
437017;3;6;8;16;38
437018;3;6;8;16;39
437019;3;6;8;16;40
437020;3;6;8;16;41
437021;3;6;8;16;42
437022;3;6;8;16;43
437023;3;6;8;16;44
437024;3;6;8;16;45
437025;3;6;8;16;46
437026;3;6;8;16;47
437027;3;6;8;16;48
437028;3;6;8;16;49
437029;3;6;8;16;50
437030;3;6;8;17;18
437031;3;6;8;17;19
437032;3;6;8;17;20
437033;3;6;8;17;21
437034;3;6;8;17;22
437035;3;6;8;17;23
437036;3;6;8;17;24
437037;3;6;8;17;25
437038;3;6;8;17;26
437039;3;6;8;17;27
437040;3;6;8;17;28
437041;3;6;8;17;29
437042;3;6;8;17;30
437043;3;6;8;17;31
437044;3;6;8;17;32
437045;3;6;8;17;33
437046;3;6;8;17;34
437047;3;6;8;17;35
437048;3;6;8;17;36
437049;3;6;8;17;37
437050;3;6;8;17;38
437051;3;6;8;17;39
437052;3;6;8;17;40
437053;3;6;8;17;41
437054;3;6;8;17;42
437055;3;6;8;17;43
437056;3;6;8;17;44
437057;3;6;8;17;45
437058;3;6;8;17;46
437059;3;6;8;17;47
437060;3;6;8;17;48
437061;3;6;8;17;49
437062;3;6;8;17;50
437063;3;6;8;18;19
437064;3;6;8;18;20
437065;3;6;8;18;21
437066;3;6;8;18;22
437067;3;6;8;18;23
437068;3;6;8;18;24
437069;3;6;8;18;25
437070;3;6;8;18;26
437071;3;6;8;18;27
437072;3;6;8;18;28
437073;3;6;8;18;29
437074;3;6;8;18;30
437075;3;6;8;18;31
437076;3;6;8;18;32
437077;3;6;8;18;33
437078;3;6;8;18;34
437079;3;6;8;18;35
437080;3;6;8;18;36
437081;3;6;8;18;37
437082;3;6;8;18;38
437083;3;6;8;18;39
437084;3;6;8;18;40
437085;3;6;8;18;41
437086;3;6;8;18;42
437087;3;6;8;18;43
437088;3;6;8;18;44
437089;3;6;8;18;45
437090;3;6;8;18;46
437091;3;6;8;18;47
437092;3;6;8;18;48
437093;3;6;8;18;49
437094;3;6;8;18;50
437095;3;6;8;19;20
437096;3;6;8;19;21
437097;3;6;8;19;22
437098;3;6;8;19;23
437099;3;6;8;19;24
437100;3;6;8;19;25
437101;3;6;8;19;26
437102;3;6;8;19;27
437103;3;6;8;19;28
437104;3;6;8;19;29
437105;3;6;8;19;30
437106;3;6;8;19;31
437107;3;6;8;19;32
437108;3;6;8;19;33
437109;3;6;8;19;34
437110;3;6;8;19;35
437111;3;6;8;19;36
437112;3;6;8;19;37
437113;3;6;8;19;38
437114;3;6;8;19;39
437115;3;6;8;19;40
437116;3;6;8;19;41
437117;3;6;8;19;42
437118;3;6;8;19;43
437119;3;6;8;19;44
437120;3;6;8;19;45
437121;3;6;8;19;46
437122;3;6;8;19;47
437123;3;6;8;19;48
437124;3;6;8;19;49
437125;3;6;8;19;50
437126;3;6;8;20;21
437127;3;6;8;20;22
437128;3;6;8;20;23
437129;3;6;8;20;24
437130;3;6;8;20;25
437131;3;6;8;20;26
437132;3;6;8;20;27
437133;3;6;8;20;28
437134;3;6;8;20;29
437135;3;6;8;20;30
437136;3;6;8;20;31
437137;3;6;8;20;32
437138;3;6;8;20;33
437139;3;6;8;20;34
437140;3;6;8;20;35
437141;3;6;8;20;36
437142;3;6;8;20;37
437143;3;6;8;20;38
437144;3;6;8;20;39
437145;3;6;8;20;40
437146;3;6;8;20;41
437147;3;6;8;20;42
437148;3;6;8;20;43
437149;3;6;8;20;44
437150;3;6;8;20;45
437151;3;6;8;20;46
437152;3;6;8;20;47
437153;3;6;8;20;48
437154;3;6;8;20;49
437155;3;6;8;20;50
437156;3;6;8;21;22
437157;3;6;8;21;23
437158;3;6;8;21;24
437159;3;6;8;21;25
437160;3;6;8;21;26
437161;3;6;8;21;27
437162;3;6;8;21;28
437163;3;6;8;21;29
437164;3;6;8;21;30
437165;3;6;8;21;31
437166;3;6;8;21;32
437167;3;6;8;21;33
437168;3;6;8;21;34
437169;3;6;8;21;35
437170;3;6;8;21;36
437171;3;6;8;21;37
437172;3;6;8;21;38
437173;3;6;8;21;39
437174;3;6;8;21;40
437175;3;6;8;21;41
437176;3;6;8;21;42
437177;3;6;8;21;43
437178;3;6;8;21;44
437179;3;6;8;21;45
437180;3;6;8;21;46
437181;3;6;8;21;47
437182;3;6;8;21;48
437183;3;6;8;21;49
437184;3;6;8;21;50
437185;3;6;8;22;23
437186;3;6;8;22;24
437187;3;6;8;22;25
437188;3;6;8;22;26
437189;3;6;8;22;27
437190;3;6;8;22;28
437191;3;6;8;22;29
437192;3;6;8;22;30
437193;3;6;8;22;31
437194;3;6;8;22;32
437195;3;6;8;22;33
437196;3;6;8;22;34
437197;3;6;8;22;35
437198;3;6;8;22;36
437199;3;6;8;22;37
437200;3;6;8;22;38
437201;3;6;8;22;39
437202;3;6;8;22;40
437203;3;6;8;22;41
437204;3;6;8;22;42
437205;3;6;8;22;43
437206;3;6;8;22;44
437207;3;6;8;22;45
437208;3;6;8;22;46
437209;3;6;8;22;47
437210;3;6;8;22;48
437211;3;6;8;22;49
437212;3;6;8;22;50
437213;3;6;8;23;24
437214;3;6;8;23;25
437215;3;6;8;23;26
437216;3;6;8;23;27
437217;3;6;8;23;28
437218;3;6;8;23;29
437219;3;6;8;23;30
437220;3;6;8;23;31
437221;3;6;8;23;32
437222;3;6;8;23;33
437223;3;6;8;23;34
437224;3;6;8;23;35
437225;3;6;8;23;36
437226;3;6;8;23;37
437227;3;6;8;23;38
437228;3;6;8;23;39
437229;3;6;8;23;40
437230;3;6;8;23;41
437231;3;6;8;23;42
437232;3;6;8;23;43
437233;3;6;8;23;44
437234;3;6;8;23;45
437235;3;6;8;23;46
437236;3;6;8;23;47
437237;3;6;8;23;48
437238;3;6;8;23;49
437239;3;6;8;23;50
437240;3;6;8;24;25
437241;3;6;8;24;26
437242;3;6;8;24;27
437243;3;6;8;24;28
437244;3;6;8;24;29
437245;3;6;8;24;30
437246;3;6;8;24;31
437247;3;6;8;24;32
437248;3;6;8;24;33
437249;3;6;8;24;34
437250;3;6;8;24;35
437251;3;6;8;24;36
437252;3;6;8;24;37
437253;3;6;8;24;38
437254;3;6;8;24;39
437255;3;6;8;24;40
437256;3;6;8;24;41
437257;3;6;8;24;42
437258;3;6;8;24;43
437259;3;6;8;24;44
437260;3;6;8;24;45
437261;3;6;8;24;46
437262;3;6;8;24;47
437263;3;6;8;24;48
437264;3;6;8;24;49
437265;3;6;8;24;50
437266;3;6;8;25;26
437267;3;6;8;25;27
437268;3;6;8;25;28
437269;3;6;8;25;29
437270;3;6;8;25;30
437271;3;6;8;25;31
437272;3;6;8;25;32
437273;3;6;8;25;33
437274;3;6;8;25;34
437275;3;6;8;25;35
437276;3;6;8;25;36
437277;3;6;8;25;37
437278;3;6;8;25;38
437279;3;6;8;25;39
437280;3;6;8;25;40
437281;3;6;8;25;41
437282;3;6;8;25;42
437283;3;6;8;25;43
437284;3;6;8;25;44
437285;3;6;8;25;45
437286;3;6;8;25;46
437287;3;6;8;25;47
437288;3;6;8;25;48
437289;3;6;8;25;49
437290;3;6;8;25;50
437291;3;6;8;26;27
437292;3;6;8;26;28
437293;3;6;8;26;29
437294;3;6;8;26;30
437295;3;6;8;26;31
437296;3;6;8;26;32
437297;3;6;8;26;33
437298;3;6;8;26;34
437299;3;6;8;26;35
437300;3;6;8;26;36
437301;3;6;8;26;37
437302;3;6;8;26;38
437303;3;6;8;26;39
437304;3;6;8;26;40
437305;3;6;8;26;41
437306;3;6;8;26;42
437307;3;6;8;26;43
437308;3;6;8;26;44
437309;3;6;8;26;45
437310;3;6;8;26;46
437311;3;6;8;26;47
437312;3;6;8;26;48
437313;3;6;8;26;49
437314;3;6;8;26;50
437315;3;6;8;27;28
437316;3;6;8;27;29
437317;3;6;8;27;30
437318;3;6;8;27;31
437319;3;6;8;27;32
437320;3;6;8;27;33
437321;3;6;8;27;34
437322;3;6;8;27;35
437323;3;6;8;27;36
437324;3;6;8;27;37
437325;3;6;8;27;38
437326;3;6;8;27;39
437327;3;6;8;27;40
437328;3;6;8;27;41
437329;3;6;8;27;42
437330;3;6;8;27;43
437331;3;6;8;27;44
437332;3;6;8;27;45
437333;3;6;8;27;46
437334;3;6;8;27;47
437335;3;6;8;27;48
437336;3;6;8;27;49
437337;3;6;8;27;50
437338;3;6;8;28;29
437339;3;6;8;28;30
437340;3;6;8;28;31
437341;3;6;8;28;32
437342;3;6;8;28;33
437343;3;6;8;28;34
437344;3;6;8;28;35
437345;3;6;8;28;36
437346;3;6;8;28;37
437347;3;6;8;28;38
437348;3;6;8;28;39
437349;3;6;8;28;40
437350;3;6;8;28;41
437351;3;6;8;28;42
437352;3;6;8;28;43
437353;3;6;8;28;44
437354;3;6;8;28;45
437355;3;6;8;28;46
437356;3;6;8;28;47
437357;3;6;8;28;48
437358;3;6;8;28;49
437359;3;6;8;28;50
437360;3;6;8;29;30
437361;3;6;8;29;31
437362;3;6;8;29;32
437363;3;6;8;29;33
437364;3;6;8;29;34
437365;3;6;8;29;35
437366;3;6;8;29;36
437367;3;6;8;29;37
437368;3;6;8;29;38
437369;3;6;8;29;39
437370;3;6;8;29;40
437371;3;6;8;29;41
437372;3;6;8;29;42
437373;3;6;8;29;43
437374;3;6;8;29;44
437375;3;6;8;29;45
437376;3;6;8;29;46
437377;3;6;8;29;47
437378;3;6;8;29;48
437379;3;6;8;29;49
437380;3;6;8;29;50
437381;3;6;8;30;31
437382;3;6;8;30;32
437383;3;6;8;30;33
437384;3;6;8;30;34
437385;3;6;8;30;35
437386;3;6;8;30;36
437387;3;6;8;30;37
437388;3;6;8;30;38
437389;3;6;8;30;39
437390;3;6;8;30;40
437391;3;6;8;30;41
437392;3;6;8;30;42
437393;3;6;8;30;43
437394;3;6;8;30;44
437395;3;6;8;30;45
437396;3;6;8;30;46
437397;3;6;8;30;47
437398;3;6;8;30;48
437399;3;6;8;30;49
437400;3;6;8;30;50
437401;3;6;8;31;32
437402;3;6;8;31;33
437403;3;6;8;31;34
437404;3;6;8;31;35
437405;3;6;8;31;36
437406;3;6;8;31;37
437407;3;6;8;31;38
437408;3;6;8;31;39
437409;3;6;8;31;40
437410;3;6;8;31;41
437411;3;6;8;31;42
437412;3;6;8;31;43
437413;3;6;8;31;44
437414;3;6;8;31;45
437415;3;6;8;31;46
437416;3;6;8;31;47
437417;3;6;8;31;48
437418;3;6;8;31;49
437419;3;6;8;31;50
437420;3;6;8;32;33
437421;3;6;8;32;34
437422;3;6;8;32;35
437423;3;6;8;32;36
437424;3;6;8;32;37
437425;3;6;8;32;38
437426;3;6;8;32;39
437427;3;6;8;32;40
437428;3;6;8;32;41
437429;3;6;8;32;42
437430;3;6;8;32;43
437431;3;6;8;32;44
437432;3;6;8;32;45
437433;3;6;8;32;46
437434;3;6;8;32;47
437435;3;6;8;32;48
437436;3;6;8;32;49
437437;3;6;8;32;50
437438;3;6;8;33;34
437439;3;6;8;33;35
437440;3;6;8;33;36
437441;3;6;8;33;37
437442;3;6;8;33;38
437443;3;6;8;33;39
437444;3;6;8;33;40
437445;3;6;8;33;41
437446;3;6;8;33;42
437447;3;6;8;33;43
437448;3;6;8;33;44
437449;3;6;8;33;45
437450;3;6;8;33;46
437451;3;6;8;33;47
437452;3;6;8;33;48
437453;3;6;8;33;49
437454;3;6;8;33;50
437455;3;6;8;34;35
437456;3;6;8;34;36
437457;3;6;8;34;37
437458;3;6;8;34;38
437459;3;6;8;34;39
437460;3;6;8;34;40
437461;3;6;8;34;41
437462;3;6;8;34;42
437463;3;6;8;34;43
437464;3;6;8;34;44
437465;3;6;8;34;45
437466;3;6;8;34;46
437467;3;6;8;34;47
437468;3;6;8;34;48
437469;3;6;8;34;49
437470;3;6;8;34;50
437471;3;6;8;35;36
437472;3;6;8;35;37
437473;3;6;8;35;38
437474;3;6;8;35;39
437475;3;6;8;35;40
437476;3;6;8;35;41
437477;3;6;8;35;42
437478;3;6;8;35;43
437479;3;6;8;35;44
437480;3;6;8;35;45
437481;3;6;8;35;46
437482;3;6;8;35;47
437483;3;6;8;35;48
437484;3;6;8;35;49
437485;3;6;8;35;50
437486;3;6;8;36;37
