id;z1;z2;z3;z4;z5
21566;1;3;8;19;50
21567;1;3;8;20;21
21568;1;3;8;20;22
21569;1;3;8;20;23
21570;1;3;8;20;24
21571;1;3;8;20;25
21572;1;3;8;20;26
21573;1;3;8;20;27
21574;1;3;8;20;28
21575;1;3;8;20;29
21576;1;3;8;20;30
21577;1;3;8;20;31
21578;1;3;8;20;32
21579;1;3;8;20;33
21580;1;3;8;20;34
21581;1;3;8;20;35
21582;1;3;8;20;36
21583;1;3;8;20;37
21584;1;3;8;20;38
21585;1;3;8;20;39
21586;1;3;8;20;40
21587;1;3;8;20;41
21588;1;3;8;20;42
21589;1;3;8;20;43
21590;1;3;8;20;44
21591;1;3;8;20;45
21592;1;3;8;20;46
21593;1;3;8;20;47
21594;1;3;8;20;48
21595;1;3;8;20;49
21596;1;3;8;20;50
21597;1;3;8;21;22
21598;1;3;8;21;23
21599;1;3;8;21;24
21600;1;3;8;21;25
21601;1;3;8;21;26
21602;1;3;8;21;27
21603;1;3;8;21;28
21604;1;3;8;21;29
21605;1;3;8;21;30
21606;1;3;8;21;31
21607;1;3;8;21;32
21608;1;3;8;21;33
21609;1;3;8;21;34
21610;1;3;8;21;35
21611;1;3;8;21;36
21612;1;3;8;21;37
21613;1;3;8;21;38
21614;1;3;8;21;39
21615;1;3;8;21;40
21616;1;3;8;21;41
21617;1;3;8;21;42
21618;1;3;8;21;43
21619;1;3;8;21;44
21620;1;3;8;21;45
21621;1;3;8;21;46
21622;1;3;8;21;47
21623;1;3;8;21;48
21624;1;3;8;21;49
21625;1;3;8;21;50
21626;1;3;8;22;23
21627;1;3;8;22;24
21628;1;3;8;22;25
21629;1;3;8;22;26
21630;1;3;8;22;27
21631;1;3;8;22;28
21632;1;3;8;22;29
21633;1;3;8;22;30
21634;1;3;8;22;31
21635;1;3;8;22;32
21636;1;3;8;22;33
21637;1;3;8;22;34
21638;1;3;8;22;35
21639;1;3;8;22;36
21640;1;3;8;22;37
21641;1;3;8;22;38
21642;1;3;8;22;39
21643;1;3;8;22;40
21644;1;3;8;22;41
21645;1;3;8;22;42
21646;1;3;8;22;43
21647;1;3;8;22;44
21648;1;3;8;22;45
21649;1;3;8;22;46
21650;1;3;8;22;47
21651;1;3;8;22;48
21652;1;3;8;22;49
21653;1;3;8;22;50
21654;1;3;8;23;24
21655;1;3;8;23;25
21656;1;3;8;23;26
21657;1;3;8;23;27
21658;1;3;8;23;28
21659;1;3;8;23;29
21660;1;3;8;23;30
21661;1;3;8;23;31
21662;1;3;8;23;32
21663;1;3;8;23;33
21664;1;3;8;23;34
21665;1;3;8;23;35
21666;1;3;8;23;36
21667;1;3;8;23;37
21668;1;3;8;23;38
21669;1;3;8;23;39
21670;1;3;8;23;40
21671;1;3;8;23;41
21672;1;3;8;23;42
21673;1;3;8;23;43
21674;1;3;8;23;44
21675;1;3;8;23;45
21676;1;3;8;23;46
21677;1;3;8;23;47
21678;1;3;8;23;48
21679;1;3;8;23;49
21680;1;3;8;23;50
21681;1;3;8;24;25
21682;1;3;8;24;26
21683;1;3;8;24;27
21684;1;3;8;24;28
21685;1;3;8;24;29
21686;1;3;8;24;30
21687;1;3;8;24;31
21688;1;3;8;24;32
21689;1;3;8;24;33
21690;1;3;8;24;34
21691;1;3;8;24;35
21692;1;3;8;24;36
21693;1;3;8;24;37
21694;1;3;8;24;38
21695;1;3;8;24;39
21696;1;3;8;24;40
21697;1;3;8;24;41
21698;1;3;8;24;42
21699;1;3;8;24;43
21700;1;3;8;24;44
21701;1;3;8;24;45
21702;1;3;8;24;46
21703;1;3;8;24;47
21704;1;3;8;24;48
21705;1;3;8;24;49
21706;1;3;8;24;50
21707;1;3;8;25;26
21708;1;3;8;25;27
21709;1;3;8;25;28
21710;1;3;8;25;29
21711;1;3;8;25;30
21712;1;3;8;25;31
21713;1;3;8;25;32
21714;1;3;8;25;33
21715;1;3;8;25;34
21716;1;3;8;25;35
21717;1;3;8;25;36
21718;1;3;8;25;37
21719;1;3;8;25;38
21720;1;3;8;25;39
21721;1;3;8;25;40
21722;1;3;8;25;41
21723;1;3;8;25;42
21724;1;3;8;25;43
21725;1;3;8;25;44
21726;1;3;8;25;45
21727;1;3;8;25;46
21728;1;3;8;25;47
21729;1;3;8;25;48
21730;1;3;8;25;49
21731;1;3;8;25;50
21732;1;3;8;26;27
21733;1;3;8;26;28
21734;1;3;8;26;29
21735;1;3;8;26;30
21736;1;3;8;26;31
21737;1;3;8;26;32
21738;1;3;8;26;33
21739;1;3;8;26;34
21740;1;3;8;26;35
21741;1;3;8;26;36
21742;1;3;8;26;37
21743;1;3;8;26;38
21744;1;3;8;26;39
21745;1;3;8;26;40
21746;1;3;8;26;41
21747;1;3;8;26;42
21748;1;3;8;26;43
21749;1;3;8;26;44
21750;1;3;8;26;45
21751;1;3;8;26;46
21752;1;3;8;26;47
21753;1;3;8;26;48
21754;1;3;8;26;49
21755;1;3;8;26;50
21756;1;3;8;27;28
21757;1;3;8;27;29
21758;1;3;8;27;30
21759;1;3;8;27;31
21760;1;3;8;27;32
21761;1;3;8;27;33
21762;1;3;8;27;34
21763;1;3;8;27;35
21764;1;3;8;27;36
21765;1;3;8;27;37
21766;1;3;8;27;38
21767;1;3;8;27;39
21768;1;3;8;27;40
21769;1;3;8;27;41
21770;1;3;8;27;42
21771;1;3;8;27;43
21772;1;3;8;27;44
21773;1;3;8;27;45
21774;1;3;8;27;46
21775;1;3;8;27;47
21776;1;3;8;27;48
21777;1;3;8;27;49
21778;1;3;8;27;50
21779;1;3;8;28;29
21780;1;3;8;28;30
21781;1;3;8;28;31
21782;1;3;8;28;32
21783;1;3;8;28;33
21784;1;3;8;28;34
21785;1;3;8;28;35
21786;1;3;8;28;36
21787;1;3;8;28;37
21788;1;3;8;28;38
21789;1;3;8;28;39
21790;1;3;8;28;40
21791;1;3;8;28;41
21792;1;3;8;28;42
21793;1;3;8;28;43
21794;1;3;8;28;44
21795;1;3;8;28;45
21796;1;3;8;28;46
21797;1;3;8;28;47
21798;1;3;8;28;48
21799;1;3;8;28;49
21800;1;3;8;28;50
21801;1;3;8;29;30
21802;1;3;8;29;31
21803;1;3;8;29;32
21804;1;3;8;29;33
21805;1;3;8;29;34
21806;1;3;8;29;35
21807;1;3;8;29;36
21808;1;3;8;29;37
21809;1;3;8;29;38
21810;1;3;8;29;39
21811;1;3;8;29;40
21812;1;3;8;29;41
21813;1;3;8;29;42
21814;1;3;8;29;43
21815;1;3;8;29;44
21816;1;3;8;29;45
21817;1;3;8;29;46
21818;1;3;8;29;47
21819;1;3;8;29;48
21820;1;3;8;29;49
21821;1;3;8;29;50
21822;1;3;8;30;31
21823;1;3;8;30;32
21824;1;3;8;30;33
21825;1;3;8;30;34
21826;1;3;8;30;35
21827;1;3;8;30;36
21828;1;3;8;30;37
21829;1;3;8;30;38
21830;1;3;8;30;39
21831;1;3;8;30;40
21832;1;3;8;30;41
21833;1;3;8;30;42
21834;1;3;8;30;43
21835;1;3;8;30;44
21836;1;3;8;30;45
21837;1;3;8;30;46
21838;1;3;8;30;47
21839;1;3;8;30;48
21840;1;3;8;30;49
21841;1;3;8;30;50
21842;1;3;8;31;32
21843;1;3;8;31;33
21844;1;3;8;31;34
21845;1;3;8;31;35
21846;1;3;8;31;36
21847;1;3;8;31;37
21848;1;3;8;31;38
21849;1;3;8;31;39
21850;1;3;8;31;40
21851;1;3;8;31;41
21852;1;3;8;31;42
21853;1;3;8;31;43
21854;1;3;8;31;44
21855;1;3;8;31;45
21856;1;3;8;31;46
21857;1;3;8;31;47
21858;1;3;8;31;48
21859;1;3;8;31;49
21860;1;3;8;31;50
21861;1;3;8;32;33
21862;1;3;8;32;34
21863;1;3;8;32;35
21864;1;3;8;32;36
21865;1;3;8;32;37
21866;1;3;8;32;38
21867;1;3;8;32;39
21868;1;3;8;32;40
21869;1;3;8;32;41
21870;1;3;8;32;42
21871;1;3;8;32;43
21872;1;3;8;32;44
21873;1;3;8;32;45
21874;1;3;8;32;46
21875;1;3;8;32;47
21876;1;3;8;32;48
21877;1;3;8;32;49
21878;1;3;8;32;50
21879;1;3;8;33;34
21880;1;3;8;33;35
21881;1;3;8;33;36
21882;1;3;8;33;37
21883;1;3;8;33;38
21884;1;3;8;33;39
21885;1;3;8;33;40
21886;1;3;8;33;41
21887;1;3;8;33;42
21888;1;3;8;33;43
21889;1;3;8;33;44
21890;1;3;8;33;45
21891;1;3;8;33;46
21892;1;3;8;33;47
21893;1;3;8;33;48
21894;1;3;8;33;49
21895;1;3;8;33;50
21896;1;3;8;34;35
21897;1;3;8;34;36
21898;1;3;8;34;37
21899;1;3;8;34;38
21900;1;3;8;34;39
21901;1;3;8;34;40
21902;1;3;8;34;41
21903;1;3;8;34;42
21904;1;3;8;34;43
21905;1;3;8;34;44
21906;1;3;8;34;45
21907;1;3;8;34;46
21908;1;3;8;34;47
21909;1;3;8;34;48
21910;1;3;8;34;49
21911;1;3;8;34;50
21912;1;3;8;35;36
21913;1;3;8;35;37
21914;1;3;8;35;38
21915;1;3;8;35;39
21916;1;3;8;35;40
21917;1;3;8;35;41
21918;1;3;8;35;42
21919;1;3;8;35;43
21920;1;3;8;35;44
21921;1;3;8;35;45
21922;1;3;8;35;46
21923;1;3;8;35;47
21924;1;3;8;35;48
21925;1;3;8;35;49
21926;1;3;8;35;50
21927;1;3;8;36;37
21928;1;3;8;36;38
21929;1;3;8;36;39
21930;1;3;8;36;40
21931;1;3;8;36;41
21932;1;3;8;36;42
21933;1;3;8;36;43
21934;1;3;8;36;44
21935;1;3;8;36;45
21936;1;3;8;36;46
21937;1;3;8;36;47
21938;1;3;8;36;48
21939;1;3;8;36;49
21940;1;3;8;36;50
21941;1;3;8;37;38
21942;1;3;8;37;39
21943;1;3;8;37;40
21944;1;3;8;37;41
21945;1;3;8;37;42
21946;1;3;8;37;43
21947;1;3;8;37;44
21948;1;3;8;37;45
21949;1;3;8;37;46
21950;1;3;8;37;47
21951;1;3;8;37;48
21952;1;3;8;37;49
21953;1;3;8;37;50
21954;1;3;8;38;39
21955;1;3;8;38;40
21956;1;3;8;38;41
21957;1;3;8;38;42
21958;1;3;8;38;43
21959;1;3;8;38;44
21960;1;3;8;38;45
21961;1;3;8;38;46
21962;1;3;8;38;47
21963;1;3;8;38;48
21964;1;3;8;38;49
21965;1;3;8;38;50
21966;1;3;8;39;40
21967;1;3;8;39;41
21968;1;3;8;39;42
21969;1;3;8;39;43
21970;1;3;8;39;44
21971;1;3;8;39;45
21972;1;3;8;39;46
21973;1;3;8;39;47
21974;1;3;8;39;48
21975;1;3;8;39;49
21976;1;3;8;39;50
21977;1;3;8;40;41
21978;1;3;8;40;42
21979;1;3;8;40;43
21980;1;3;8;40;44
21981;1;3;8;40;45
21982;1;3;8;40;46
21983;1;3;8;40;47
21984;1;3;8;40;48
21985;1;3;8;40;49
21986;1;3;8;40;50
21987;1;3;8;41;42
21988;1;3;8;41;43
21989;1;3;8;41;44
21990;1;3;8;41;45
21991;1;3;8;41;46
21992;1;3;8;41;47
21993;1;3;8;41;48
21994;1;3;8;41;49
21995;1;3;8;41;50
21996;1;3;8;42;43
21997;1;3;8;42;44
21998;1;3;8;42;45
21999;1;3;8;42;46
22000;1;3;8;42;47
22001;1;3;8;42;48
22002;1;3;8;42;49
22003;1;3;8;42;50
22004;1;3;8;43;44
22005;1;3;8;43;45
22006;1;3;8;43;46
22007;1;3;8;43;47
22008;1;3;8;43;48
22009;1;3;8;43;49
22010;1;3;8;43;50
22011;1;3;8;44;45
22012;1;3;8;44;46
22013;1;3;8;44;47
22014;1;3;8;44;48
22015;1;3;8;44;49
22016;1;3;8;44;50
22017;1;3;8;45;46
22018;1;3;8;45;47
22019;1;3;8;45;48
22020;1;3;8;45;49
22021;1;3;8;45;50
22022;1;3;8;46;47
22023;1;3;8;46;48
22024;1;3;8;46;49
22025;1;3;8;46;50
22026;1;3;8;47;48
